epoch,batch_idx,loss_total,loss_data,loss_phys,loss_ou,loss_bc,loss_sr,loss_T_aux,spike_rate,gn_total_preclip,gn_total_postclip,gn_hidden_fc,gn_hidden_recU,gn_hidden_recV,gn_hidden_base_threshold,gn_hidden_thresh_jump,gn_out_fc,weight_max_abs_global,lr,prodigy_d,prodigy_d_max,prodigy_lr_eff,is_nan_loss,is_inf_grad,gn_out_fc_v0,gn_out_fc_T,gn_out_fc_s0,gn_out_fc_a,gn_out_fc_b,gn_decoded_v0,gn_decoded_T,gn_decoded_s0,gn_decoded_a,gn_decoded_b,grad_dir_v0,grad_dir_T,grad_dir_s0,grad_dir_a,grad_dir_b
1,1,1.158389925956726,0.9128333330154419,0.8301867842674255,0.027559807524085045,0.15718764066696167,0.007944658398628235,0.0,0.06086718663573265,2.947488173377094,2.50752329826355,1.53860604763031,0.11500027775764465,0.14836637675762177,0.24419352412223816,0.0,2.4950971603393555,1.5019997358322144,0.002,nan,nan,nan,0,0,1.0270885229110718,1.8369817733764648,0.6525895595550537,0.3357051610946655,1.1213945150375366,6.575457518920302e-05,0.002118399366736412,0.0005557608092203736,0.0008118267287500203,0.002518407767638564,-0.36500000953674316,0.39500001072883606,0.4975000023841858,0.3100000023841858,0.3824999928474426
1,2,0.9131789207458496,0.8400940895080566,0.6925743222236633,0.027603061869740486,0.0,0.004894533660262823,0.0,0.08003906160593033,1.602964778292756,1.3836019039154053,0.7999866008758545,0.0902884304523468,0.10000236332416534,0.13445378839969635,0.0,1.3759677410125732,1.762250304222107,0.002,nan,nan,nan,0,0,0.751366138458252,0.7663133144378662,0.12732049822807312,0.08923838287591934,0.8469507694244385,4.1417682950850576e-05,0.001095642801374197,9.139849862549454e-05,0.00042480474803596735,0.0014890891034156084,-0.042500000447034836,0.08500000089406967,0.27000001072883606,0.20999999344348907,-0.10499999672174454
1,3,0.38003283739089966,0.3656112551689148,0.13189804553985596,0.023505067452788353,0.0,0.00011305671068839729,0.0,0.16063281893730164,1.9746061674089412,1.740399718284607,0.912129282951355,0.15082421898841858,0.13992080092430115,0.18020616471767426,0.0,1.7298235893249512,1.7609723806381226,0.002,nan,nan,nan,0,0,0.13858048617839813,1.0968267917633057,0.3245726227760315,0.6641266345977783,1.1061846017837524,1.3044566912867595e-05,0.0019713216461241245,0.00019621450337581336,0.0008324930095113814,0.0010196544462814927,0.5924999713897705,-0.4050000011920929,-0.5074999928474426,0.7475000023841858,-0.26499998569488525
1,4,0.27495574951171875,0.2664802074432373,0.07107453048229218,0.025663280859589577,0.0,0.00016981372027657926,0.0,0.13696874678134918,0.2830653372316436,0.24573133885860443,0.14921022951602936,0.022236168384552002,0.01437411643564701,0.02642577700316906,0.0,0.23761925101280212,1.7611180543899536,0.002,nan,nan,nan,0,0,0.02600317820906639,0.1423989236354828,0.03280177339911461,0.18062739074230194,0.04250980541110039,9.83701193035813e-06,0.0011269705137237906,9.655652684159577e-05,0.0014158482663333416,0.00018365291180089116,0.0949999988079071,-0.2750000059604645,-0.02500000037252903,0.12999999523162842,0.07500000298023224
1,5,0.3790973126888275,0.36414894461631775,0.13186965882778168,0.03263825550675392,0.0,0.0002590086660347879,0.0,0.16609375178813934,1.8110132110866197,1.411999225616455,1.122846007347107,0.1200152114033699,0.1223277896642685,0.22857335209846497,0.0,1.3918951749801636,1.7603039741516113,0.002,nan,nan,nan,0,0,0.03794530779123306,0.869826078414917,0.01689814031124115,1.080804467201233,0.10445593297481537,7.5079351518070325e-06,0.0015586725203320384,0.00011406739213271067,0.0012694871984422207,0.0002825368719641119,0.49000000953674316,-0.3199999928474426,-0.3799999952316284,0.675000011920929,-0.2874999940395355
1,6,0.3972671926021576,0.3793528974056244,0.14609263837337494,0.021513676270842552,0.0,0.004458692856132984,0.0,0.21677345037460327,2.2213805761256764,1.726148009300232,1.3822383880615234,0.1712512969970703,0.13882310688495636,0.16413617134094238,0.0,1.7170932292938232,1.7592536211013794,0.002,nan,nan,nan,0,0,0.05850369110703468,0.929539680480957,0.10741183161735535,1.2634222507476807,0.6878728866577148,1.588395934959408e-05,0.0006443533347919583,3.7825146137038246e-05,0.0015716793714091182,0.000342147279297933,0.6449999809265137,-0.7099999785423279,-0.7450000047683716,0.7400000095367432,-0.3700000047683716
1,7,0.4792277216911316,0.4568104147911072,0.20941047370433807,0.028606049716472626,0.0,9.189009142573923e-05,0.0,0.15958593785762787,2.789486255726725,2.4170548915863037,1.3621602058410645,0.22264301776885986,0.19603952765464783,0.22083528339862823,0.0,2.4060306549072266,1.7581285238265991,0.002,nan,nan,nan,0,0,0.02061362937092781,1.5945849418640137,0.18779216706752777,1.1608383655548096,1.3649344444274902,5.942769803368719e-06,0.0016995203914120793,0.00013992271851748228,0.0010804181220009923,0.0009627818944863975,0.5024999976158142,-0.5550000071525574,-0.6150000095367432,0.7549999952316284,-0.3125
1,8,0.36386194825172424,0.35014212131500244,0.12250066548585892,0.026016205549240112,0.0,0.00033792798058129847,0.0,0.16838282346725464,1.0644832469422534,0.8995872735977173,0.5588457584381104,0.07888102531433105,0.09750592708587646,0.10061068832874298,0.0,0.8916074633598328,1.7568200826644897,0.002,nan,nan,nan,0,0,0.02015209197998047,0.7042281627655029,0.04619475081562996,0.4850653111934662,0.24738265573978424,6.891895736771403e-06,0.0013129409635439515,0.00010614794882712886,0.0013530101859942079,0.0005513663054443896,-0.36000001430511475,-0.1899999976158142,0.2800000011920929,-0.2150000035762787,0.44749999046325684
1,9,0.7847852110862732,0.7290962934494019,0.5269551277160645,0.02637161687016487,0.0016544207464903593,4.07402403652668e-05,0.0,0.15638281404972076,1.2236563001654785,1.0704333782196045,0.5793375372886658,0.11285869032144547,0.08366088569164276,0.11714032292366028,0.0,1.0621886253356934,1.7553755044937134,0.002,nan,nan,nan,0,0,0.014661944471299648,0.5424745678901672,0.340887188911438,0.4363606870174408,0.7260415554046631,3.1977356229617726e-06,0.0011551507050171494,0.0002141360309906304,0.0007840783218853176,0.000633742893114686,0.33000001311302185,-0.33500000834465027,-0.3050000071525574,0.5799999833106995,-0.04500000178813934
1,10,0.4998247027397156,0.474909245967865,0.22767038643360138,0.03881683573126793,0.0,0.0004151411703787744,0.0,0.12962499260902405,1.9429998632391086,1.6964958906173706,0.9230936765670776,0.16663703322410583,0.14703772962093353,0.16451317071914673,0.0,1.6872148513793945,1.7538777589797974,0.002,nan,nan,nan,0,0,0.005490618292242289,1.1932957172393799,0.16875700652599335,0.5796306729316711,1.0287169218063354,1.9831472855003085e-06,0.001097316388040781,9.561907791066915e-05,0.001464104512706399,0.0005570095963776112,-0.1550000011920929,-0.30000001192092896,0.029999999329447746,-0.014999999664723873,0.35749998688697815
